plan_level,six_bay_block_id,area_no,six_bay_block_bays,six_bay_block_total_boxes,allocation_summary
small_six_bay_block,69-SB01,69,01|03|05|07|09|11,8,454585_S001|1;454585_S002|1;454585_S010|1;454585_S011|3;454585_S015|1;454585_S016|1
small_six_bay_block,69-SB02,69,13|15|17|19|21|23,8,454549_S001|1;454549_S002|1;454585_S003|1;454585_S004|2;454585_S005|1;454585_S031|2
small_six_bay_block,69-SB03,69,25|27|29|31|33|35,44,453388_S009|26;454585_S008|1;454585_S031|17
small_six_bay_block,69-SB04,69,37|39|41|43|45|47,33,453388_S009|26;453388_S041|2;453388_S044|2;453388_S046|3
small_six_bay_block,69-SB05,69,49|51|53|55|57|59,35,453388_S041|15;453388_S064|20
small_six_bay_block,69-SB06,69,61|63|65|67|69|71,49,453388_S035|17;453388_S042|15;453388_S053|17
small_six_bay_block,6A-SB01,6A,01|03|05|07|09|11,11,453250_S004|1;453308_S001|1;453308_S004|1;453308_S011|4;453308_S013|2;453308_S015|2
small_six_bay_block,6A-SB02,6A,17|19|21|23|25|27,2,453250_S016|1;453250_S017|1
small_six_bay_block,6A-SB03,6A,29|31|33|35|37|39,3,453308_S021|1;453308_S023|1;453308_S024|1
small_six_bay_block,6A-SB05,6A,53|55|57|59|61|63,23,453308_S014|2;453308_S016|7;453308_S017|14
small_six_bay_block,6B-SB01,6B,01|03|05|07|09|11,38,453412_S011|2;453412_S013|1;453412_S014|1;453412_S016|20;453412_S035|11;453412_S036|3
small_six_bay_block,6B-SB03,6B,25|27|29|31|33|35,11,453396_S022|1;453412_S037|10
small_six_bay_block,6B-SB04,6B,57|59|61|63|65|67,4,453396_S001|1;453396_S002|1;453396_S003|1;453396_S006|1
small_six_bay_block,89-SB01,89,13|15|17|19|21|23,12,453308_S003|11;453308_S012|1
small_six_bay_block,89-SB04,89,49|51|53|55|57|59,40,453308_S002|1;453308_S007|26;453308_S010|5;453308_S011|1;453396_S018|2;453396_S020|5
small_six_bay_block,8A-SB01,8A,01|03|05|07|09|11,2,453396_S008|1;453396_S009|1
small_six_bay_block,8A-SB02,8A,13|15|17|19|21|23,8,454585_S009|2;454585_S033|2;454585_S034|1;454710_S018|3
small_six_bay_block,8A-SB03,8A,25|27|29|31|33|35,37,454585_S018|1;454585_S019|2;454585_S020|2;454585_S025|2;454585_S040|1;454585_S041|2;454585_S042|2;454710_S006|8;454710_S013|5;454710_S014|12
small_six_bay_block,8A-SB05,8A,49|51|53|55|57|59,15,453396_S003|1;453396_S004|5;453396_S005|3;453396_S007|3;454585_S026|2;454710_S009|1
small_six_bay_block,8A-SB06,8A,61|63|65|67|69|71,10,454710_S018|10
small_six_bay_block,8B-SB01,8B,01|03|05|07|09|11,3,454710_S019|3
small_six_bay_block,8B-SB02,8B,13|15|17|19|21|23,21,454710_S001|1;454710_S002|1;454710_S003|2;454710_S004|2;454710_S005|1;454710_S008|2;454710_S009|3;454710_S010|2;454710_S011|4;454710_S012|3
small_six_bay_block,8B-SB03,8B,37|39|41|43|45|47,9,454585_S038|6;454710_S007|3
small_six_bay_block,8B-SB04,8B,49|51|53|55|57|59,13,454585_S036|2;454585_S037|1;454710_S020|5;454710_S021|5
small_six_bay_block,AB-SB01,AB,05|07|09|11|13|15,1,453308_S019|1
small_six_bay_block,E1-SB04,E1,43|45|47|49|51|53,7,454585_S023|6;454585_S024|1
small_six_bay_block,E3-SB01,E3,B9|C9|11|13|15|17,1,454585_S030|1
small_six_bay_block,ED-SB01,ED,D9|E9|11|13|15|17,3,453308_S026|2;453308_S028|1
small_six_bay_block,ED-SB02,ED,19|21|23|25|27|29,2,453308_S020|1;453308_S022|1
small_six_bay_block,EE-SB01,EE,D9|E9|11|13|15|17,3,453396_S018|2;453396_S019|1
